station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
FAPE,2026-06-24 00:00,57.20,51.80,82.13,280.00,5.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,FAPE 240000Z 28005KT CAVOK 14/11 Q1019 NOSIG,M
FAPE,2026-06-24 01:00,55.40,51.80,87.65,270.00,4.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,FAPE 240100Z 27004KT CAVOK 13/11 Q1020 NOSIG,M
FAPE,2026-06-24 02:00,57.20,51.80,82.13,250.00,10.00,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,FAPE 240200Z 25010KT CAVOK 14/11 Q1021 NOSIG,M
FAPE,2026-06-24 03:00,59.00,51.80,76.99,260.00,10.00,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,FAPE 240300Z 26010KT CAVOK 15/11 Q1021 NOSIG,M
FAPE,2026-06-24 04:00,59.00,53.60,82.26,260.00,9.00,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,FAPE 240400Z 26009KT CAVOK 15/12 Q1022 NOSIG,M
FAPE,2026-06-24 05:00,59.00,55.40,87.84,260.00,11.00,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,FAPE 240500Z 26011KT CAVOK 15/13 Q1022 NOSIG,M
FAPE,2026-06-24 06:00,59.00,53.60,82.26,250.00,11.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,FAPE 240600Z 25011KT CAVOK 15/12 Q1023 TEMPO -RA BKN008,M
FAPE,2026-06-24 07:00,62.60,53.60,72.40,260.00,11.00,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,FAPE 240700Z 26011KT CAVOK 17/12 Q1024 NOSIG,M
FAPE,2026-06-24 08:00,62.60,53.60,72.40,260.00,10.00,0.00,30.27,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,FAPE 240800Z 26010KT CAVOK 17/12 Q1025 NOSIG,M
FAPE,2026-06-24 09:00,64.40,53.60,67.97,240.00,11.00,0.00,30.27,M,6.21,M,BKN,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,64.40,FAPE 240900Z 24011KT 9999 BKN045 18/12 Q1025 NOSIG,M
FAPE,2026-06-24 10:00,64.40,55.40,72.58,240.00,11.00,0.00,30.27,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,FAPE 241000Z 24011KT 200V260 CAVOK 18/13 Q1025 NOSIG,M
FAPE,2026-06-24 11:00,64.40,57.20,77.46,200.00,8.00,0.00,30.24,M,6.21,M,SCT,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,64.40,FAPE 241100Z 20008KT 170V240 9999 SCT012 18/14 Q1024 NOSIG,M
FAPE,2026-06-24 11:14,64.40,57.20,77.46,200.00,8.00,0.00,30.24,M,6.21,M,BKN,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,64.40,FAPE 241114Z 20008KT 9999 BKN012 18/14 Q1024 NOSIG,M
FAPE,2026-06-24 12:00,64.40,55.40,72.58,200.00,7.00,0.00,30.24,M,6.21,M,FEW,SCT,M,M,1200.00,2200.00,M,M,M,M,M,M,M,M,M,64.40,FAPE 241200Z 20007KT 9999 FEW012 SCT022 18/13 Q1024 NOSIG,M
FAPE,2026-06-24 13:00,64.40,55.40,72.58,200.00,6.00,0.00,30.24,M,6.21,M,FEW,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,64.40,FAPE 241300Z 20006KT 150V240 9999 FEW016 18/13 Q1024 NOSIG,M
FAPE,2026-06-24 15:00,60.80,57.20,87.93,180.00,5.00,0.00,30.27,M,6.21,M,FEW,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,60.80,FAPE 241500Z 18005KT 9999 FEW012 16/14 Q1025 NOSIG,M
FAPE,2026-06-24 16:00,59.00,57.20,93.74,M,2.00,0.00,30.27,M,6.21,M,FEW,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,59.00,FAPE 241600Z VRB02KT 9999 FEW017 15/14 Q1025 NOSIG,M
FAPE,2026-06-24 17:00,59.00,57.20,93.74,150.00,3.00,0.00,30.27,M,6.21,M,SCT,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,59.00,FAPE 241700Z 15003KT 9999 SCT016 15/14 Q1025 NOSIG,M
FAPE,2026-06-24 18:00,57.20,57.20,100.00,M,1.00,0.00,30.27,M,6.21,M,FEW,M,M,M,2800.00,M,M,M,M,M,M,M,M,M,M,57.20,FAPE 241800Z VRB01KT 9999 FEW028 14/14 Q1025 NOSIG,M
FAPE,2026-06-24 19:00,55.40,55.40,100.00,M,2.00,0.00,30.30,M,6.21,M,FEW,M,M,M,2400.00,M,M,M,M,M,M,M,M,M,M,55.40,FAPE 241900Z VRB02KT 9999 FEW024 13/13 Q1026 NOSIG,M
FAPE,2026-06-24 20:00,53.60,53.60,100.00,M,1.00,0.00,30.27,M,5.59,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,53.60,FAPE 242000Z VRB01KT 9000 FEW030 12/12 Q1025 NOSIG,M
FAPE,2026-06-24 21:00,51.80,51.80,100.00,0.00,0.00,0.00,30.30,M,6.21,M,FEW,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,51.80,FAPE 242100Z 00000KT 9999 FEW020 11/11 Q1026 NOSIG,M
FAPE,2026-06-24 22:00,53.60,53.60,100.00,M,1.00,0.00,30.27,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,53.60,FAPE 242200Z VRB01KT 9999 FEW040 12/12 Q1025 NOSIG,M
FAPE,2026-06-24 23:00,51.80,51.80,100.00,M,1.00,0.00,30.27,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,FAPE 242300Z VRB01KT CAVOK 11/11 Q1025 NOSIG,M
FAPE,2026-06-25 00:00,51.80,51.80,100.00,280.00,3.00,0.00,30.27,M,6.21,M,FEW,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,51.80,FAPE 250000Z 28003KT 240V300 9999 FEW025 11/11 Q1025 NOSIG,M
FAPE,2026-06-25 01:00,55.40,55.40,100.00,70.00,4.00,0.00,30.24,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,55.40,FAPE 250100Z 07004KT 9999 FEW040 13/13 Q1024 NOSIG,M
FAPE,2026-06-25 02:00,53.60,53.60,100.00,M,2.00,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,FAPE 250200Z VRB02KT CAVOK 12/12 Q1024 NOSIG,M
FAPE,2026-06-25 02:10,55.40,55.40,100.00,M,2.00,0.00,30.24,M,6.21,M,FEW,FEW,M,M,1500.00,4000.00,M,M,-TSRA,M,M,M,M,M,M,55.40,FAPE 250210Z VRB02KT 9999 -TSRA FEW015 FEW040CB 13/13 Q1024 TEMPO 4000 TSRA,M
FAPE,2026-06-25 02:49,60.80,60.80,100.00,60.00,10.00,0.00,30.21,M,6.21,M,FEW,M,M,M,1000.00,M,M,M,-RA,M,M,M,M,M,M,60.80,FAPE 250249Z 06010KT 9999 -RA FEW010 16/16 Q1023 TEMPO 4000 TSRA,M
FAPE,2026-06-25 03:00,62.60,60.80,93.84,70.00,8.00,0.00,30.24,M,6.21,M,FEW,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,62.60,FAPE 250300Z 07008KT 040V100 9999 FEW015 17/16 Q1024 TEMPO 4000 TSRA,M
FAPE,2026-06-25 04:00,60.80,60.80,100.00,90.00,7.00,0.00,30.21,M,6.21,M,FEW,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,60.80,FAPE 250400Z 09007KT 9999 FEW010 16/16 Q1023 NOSIG,M
FAPE,2026-06-25 05:00,62.60,62.60,100.00,80.00,7.00,0.00,30.24,M,6.21,M,SCT,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,62.60,FAPE 250500Z 08007KT 9999 SCT013 17/17 Q1024 NOSIG,M
FAPE,2026-06-25 05:31,62.60,62.60,100.00,90.00,9.00,0.00,30.24,M,6.21,M,BKN,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,62.60,FAPE 250531Z 09009KT 9999 BKN011 17/17 Q1024 NOSIG,M
FAPE,2026-06-25 06:00,62.60,62.60,100.00,90.00,12.00,0.00,30.24,M,6.21,M,BKN,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,62.60,FAPE 250600Z 09012KT 9999 BKN010 17/17 Q1024 NOSIG,M
FAPE,2026-06-25 06:18,62.60,60.80,93.84,70.00,11.00,0.00,30.24,M,6.21,M,SCT,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,62.60,FAPE 250618Z 07011KT 9999 SCT010 17/16 Q1024 NOSIG,M
FAPE,2026-06-25 06:30,62.60,60.80,93.84,50.00,12.00,0.00,30.24,M,5.59,M,SCT,SCT,M,M,1200.00,7000.00,M,M,TSRA,M,M,M,M,M,M,62.60,FAPE 250630Z 05012KT 9000 TSRA SCT012 SCT070CB 17/16 Q1024 BECMG -SHRA,M
FAPE,2026-06-25 07:00,60.80,60.80,100.00,60.00,11.00,0.00,30.24,M,4.97,M,FEW,SCT,M,M,1100.00,7000.00,M,M,-TSRA,M,M,M,M,M,M,60.80,FAPE 250700Z 06011KT 8000 -TSRA FEW011 SCT070CB 16/16 Q1024 BECMG -SHRA,M
FAPE,2026-06-25 07:17,60.80,60.80,100.00,50.00,7.00,0.00,30.27,M,6.21,M,FEW,FEW,M,M,1500.00,7000.00,M,M,VCSH,M,M,M,M,M,M,60.80,FAPE 250717Z 05007KT 9999 VCSH FEW015 FEW070CB 16/16 Q1025 RETSRA TEMPO SHRA,M
FAPE,2026-06-25 07:26,60.80,60.80,100.00,50.00,7.00,0.00,30.27,M,6.21,M,FEW,FEW,M,M,1500.00,7000.00,M,M,TS,M,M,M,M,M,M,60.80,FAPE 250726Z 05007KT 9999 TS FEW015 FEW070CB 16/16 Q1025 BECMG NSW,M
FAPE,2026-06-25 07:46,60.80,59.00,93.79,30.00,10.00,0.00,30.27,M,6.21,M,FEW,FEW,M,M,1500.00,7000.00,M,M,-SHRA,M,M,M,M,M,M,60.80,FAPE 250746Z 03010KT 9999 -SHRA FEW015 FEW070CB 16/15 Q1025 NOSIG,M
FAPE,2026-06-25 08:00,60.80,59.00,93.79,30.00,10.00,0.00,30.27,M,6.21,M,FEW,FEW,M,M,1500.00,7000.00,M,M,-SHRA,M,M,M,M,M,M,60.80,FAPE 250800Z 03010KT 9999 -SHRA FEW015 FEW070CB 16/15 Q1025 NOSIG,M
FAPE,2026-06-25 09:00,60.80,59.00,93.79,20.00,7.00,0.00,30.24,M,6.21,M,FEW,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,60.80,FAPE 250900Z 02007KT 9999 FEW045 16/15 Q1024 NOSIG,M
FAPE,2026-06-25 10:00,60.80,59.00,93.79,10.00,5.00,0.00,30.24,M,6.21,M,FEW,M,M,M,4800.00,M,M,M,M,M,M,M,M,M,M,60.80,FAPE 251000Z 01005KT 340V040 9999 FEW048 16/15 Q1024 NOSIG,M
FAPE,2026-06-25 11:00,62.60,57.20,82.51,30.00,6.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,FAPE 251100Z 03006KT CAVOK 17/14 Q1023 NOSIG,M
FAPE,2026-06-25 12:00,66.20,57.20,72.76,350.00,3.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,FAPE 251200Z 35003KT 270V070 CAVOK 19/14 Q1023 NOSIG,M
FAPE,2026-06-25 13:00,62.60,59.00,88.01,30.00,6.00,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,FAPE 251300Z 03006KT CAVOK 17/15 Q1022 TEMPO -RA,M
FAPE,2026-06-25 14:00,64.40,60.80,88.10,330.00,5.00,0.00,30.24,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,-RA,M,M,M,M,M,M,64.40,COR FAPE 251400Z 33005KT 9999 -RA FEW040 18/16 Q1024 NOSIG,M
FAPE,2026-06-25 15:00,64.40,60.80,88.10,290.00,8.00,0.00,30.24,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,-RA,M,M,M,M,M,M,64.40,FAPE 251500Z 29008KT 9999 -RA FEW040 18/16 Q1024 NOSIG,M
FAPE,2026-06-25 16:00,62.60,62.60,100.00,10.00,7.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,FAPE 251600Z 01007KT CAVOK 17/17 Q1023 NOSIG,M
FAPE,2026-06-25 17:00,62.60,60.80,93.84,10.00,5.00,0.00,30.21,M,6.21,M,FEW,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,62.60,FAPE 251700Z 01005KT 340V040 9999 FEW045 17/16 Q1023 NOSIG,M
FAPE,2026-06-25 18:00,62.60,60.80,93.84,350.00,5.00,0.00,30.24,M,6.21,M,FEW,M,M,M,4500.00,M,M,M,-RA,M,M,M,M,M,M,62.60,FAPE 251800Z 35005KT 9999 -RA FEW045 17/16 Q1024 NOSIG,M
FAPE,2026-06-25 19:00,62.60,60.80,93.84,350.00,6.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,FAPE 251900Z 35006KT CAVOK 17/16 Q1023 NOSIG,M
FAPE,2026-06-25 20:00,64.40,59.00,82.63,330.00,9.00,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,FAPE 252000Z 33009KT CAVOK 18/15 Q1024 NOSIG,M
FAPE,2026-06-25 21:00,62.60,59.00,88.01,330.00,6.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,FAPE 252100Z 33006KT CAVOK 17/15 Q1023 NOSIG,M
FAPE,2026-06-25 22:00,60.80,59.00,93.79,M,4.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,FAPE 252200Z VRB04KT CAVOK 16/15 Q1023 NOSIG,M
FAPE,2026-06-26 00:00,66.20,59.00,77.62,250.00,14.00,0.00,30.27,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,FAPE 260000Z 25014KT CAVOK 19/15 Q1025 NOSIG,M
FAPE,2026-06-26 01:00,66.20,57.20,72.76,290.00,7.00,0.00,30.27,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,FAPE 260100Z 29007KT CAVOK 19/14 Q1025 NOSIG,M
FAPE,2026-06-26 03:00,60.80,59.00,93.79,290.00,3.00,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,FAPE 260300Z 29003KT CAVOK 16/15 Q1024 NOSIG,M
FAPE,2026-06-26 05:00,60.80,59.00,93.79,M,1.00,0.00,30.27,M,6.21,M,NSC,M,M,M,M,M,M,M,-RA,M,M,M,M,M,M,60.80,FAPE 260500Z VRB01KT 9999 -RA NSC 16/15 Q1025 NOSIG,M
FAPE,2026-06-26 05:36,62.60,59.00,88.01,350.00,7.00,0.00,30.27,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,FAPE 260536Z 35007KT CAVOK 17/15 Q1025 NOSIG,M
FAPE,2026-06-26 06:00,62.60,59.00,88.01,340.00,6.00,0.00,30.27,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,FAPE 260600Z 34006KT CAVOK 17/15 Q1025 NOSIG,M
FAPE,2026-06-26 07:00,66.20,59.00,77.62,340.00,7.00,0.00,30.27,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,FAPE 260700Z 34007KT 330V110 CAVOK 19/15 Q1025 NOSIG,M
FAPE,2026-06-26 08:00,68.00,59.00,72.95,330.00,5.00,0.00,30.27,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,FAPE 260800Z 33005KT CAVOK 20/15 Q1025 NOSIG,M
FAPE,2026-06-26 09:00,68.00,60.80,77.77,360.00,6.00,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,FAPE 260900Z 36006KT CAVOK 20/16 Q1024 NOSIG,M
FAPE,2026-06-26 10:00,69.80,60.80,73.13,10.00,3.00,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,FAPE 261000Z 01003KT 320V050 CAVOK 21/16 Q1024 NOSIG,M
FAPE,2026-06-26 11:00,71.60,60.80,68.79,350.00,5.00,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,FAPE 261100Z 35005KT CAVOK 22/16 Q1022 NOSIG,M
FAPE,2026-06-26 12:00,69.80,62.60,77.93,20.00,4.00,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,FAPE 261200Z 02004KT 350V060 CAVOK 21/17 Q1021 NOSIG,M
FAPE,2026-06-26 13:00,71.60,62.60,73.30,350.00,3.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,FAPE 261300Z 35003KT 320V020 CAVOK 22/17 Q1020 NOSIG,M
FAPE,2026-06-26 14:00,69.80,64.40,83.00,50.00,3.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,FAPE 261400Z 05003KT CAVOK 21/18 Q1020 NOSIG,M
FAPE,2026-06-26 15:00,68.00,62.60,82.88,M,1.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,FAPE 261500Z VRB01KT CAVOK 20/17 Q1020 NOSIG,M
FAPE,2026-06-26 16:00,64.40,62.60,93.89,M,2.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,FAPE 261600Z VRB02KT CAVOK 18/17 Q1020 NOSIG,M
FAPE,2026-06-26 17:00,64.40,62.60,93.89,360.00,3.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,FAPE 261700Z 36003KT 300V030 CAVOK 18/17 Q1020 NOSIG,M
FAPE,2026-06-26 18:00,62.60,62.60,100.00,160.00,3.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,FAPE 261800Z 16003KT 120V190 CAVOK 17/17 Q1020 NOSIG,M
FAPE,2026-06-26 19:00,62.60,62.60,100.00,M,2.00,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,FAPE 261900Z VRB02KT CAVOK 17/17 Q1021 NOSIG,M
FAPE,2026-06-26 20:00,62.60,60.80,93.84,60.00,4.00,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,FAPE 262000Z 06004KT CAVOK 17/16 Q1021 NOSIG,M
FAPE,2026-06-26 21:00,60.80,60.80,100.00,20.00,3.00,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,FAPE 262100Z 02003KT CAVOK 16/16 Q1021 NOSIG,M
FAPE,2026-06-26 23:00,60.80,59.00,93.79,10.00,3.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,FAPE 262300Z 01003KT CAVOK 16/15 Q1020 NOSIG,M
FAPE,2026-06-27 00:00,59.00,59.00,100.00,330.00,4.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,FAPE 270000Z 33004KT CAVOK 15/15 Q1019 NOSIG,M
FAPE,2026-06-27 01:00,60.80,57.20,87.93,310.00,3.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,FAPE 270100Z 31003KT CAVOK 16/14 Q1019 NOSIG,M
FAPE,2026-06-27 03:00,59.00,55.40,87.84,330.00,3.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,FAPE 270300Z 33003KT 310V020 CAVOK 15/13 Q1018 NOSIG,M
FAPE,2026-06-27 04:00,57.20,55.40,93.70,300.00,4.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,FAPE 270400Z 30004KT CAVOK 14/13 Q1017 NOSIG,M
FAPE,2026-06-27 05:00,57.20,53.60,87.75,340.00,3.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,FAPE 270500Z 34003KT 310V050 CAVOK 14/12 Q1017 NOSIG,M
FAPE,2026-06-27 05:10,60.80,53.60,77.15,320.00,5.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,FAPE 270510Z 32005KT 280V360 CAVOK 16/12 Q1017 NOSIG,M
FAPE,2026-06-27 06:00,59.00,53.60,82.26,310.00,4.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,FAPE 270600Z 31004KT 270V330 CAVOK 15/12 Q1017 NOSIG,M
FAPE,2026-06-27 06:12,62.60,53.60,72.40,340.00,5.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,FAPE 270612Z 34005KT 290V360 CAVOK 17/12 Q1017 NOSIG,M
FAPE,2026-06-27 06:45,64.40,53.60,67.97,340.00,4.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,FAPE 270645Z 34004KT CAVOK 18/12 Q1017 NOSIG,M
FAPE,2026-06-27 07:00,62.60,55.40,77.31,350.00,5.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,FAPE 270700Z 35005KT CAVOK 17/13 Q1017 NOSIG,M
FAPE,2026-06-27 07:07,66.20,55.40,68.18,350.00,6.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,FAPE 270707Z 35006KT CAVOK 19/13 Q1017 NOSIG,M
FAPE,2026-06-27 07:55,69.80,57.20,64.30,350.00,5.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,FAPE 270755Z 35005KT CAVOK 21/14 Q1017 NOSIG,M
FAPE,2026-06-27 08:00,69.80,57.20,64.30,350.00,5.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,FAPE 270800Z 35005KT CAVOK 21/14 Q1017 NOSIG,M
FAPE,2026-06-27 09:00,73.40,55.40,53.33,340.00,7.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,FAPE 270900Z 34007KT CAVOK 23/13 Q1017 NOSIG,M
FAPE,2026-06-27 09:22,77.00,57.20,50.49,330.00,4.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,FAPE 270922Z 33004KT CAVOK 25/14 Q1017 NOSIG,M
FAPE,2026-06-27 10:00,77.00,55.40,47.30,260.00,4.00,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,FAPE 271000Z 26004KT 240V300 CAVOK 25/13 Q1016 NOSIG,M
FAPE,2026-06-27 10:57,80.60,59.00,47.85,330.00,3.00,0.00,29.97,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,81.12,FAPE 271057Z 33003KT 300V360 CAVOK 27/15 Q1015 NOSIG,M
FAPE,2026-06-27 11:00,78.80,57.20,47.58,310.00,4.00,0.00,29.97,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,FAPE 271100Z 31004KT 280V360 CAVOK 26/14 Q1015 NOSIG,M
FAPE,2026-06-27 12:00,78.80,59.00,50.76,50.00,5.00,0.00,29.94,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,FAPE 271200Z 05005KT CAVOK 26/15 Q1014 NOSIG,M
FAPE,2026-06-27 12:27,82.40,55.40,39.65,330.00,4.00,0.00,29.94,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,81.75,FAPE 271227Z 33004KT 300V360 CAVOK 28/13 Q1014 NOSIG,M
FAPE,2026-06-27 13:00,80.60,55.40,42.03,320.00,5.00,0.00,29.94,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,80.54,FAPE 271300Z 32005KT CAVOK 27/13 Q1014 NOSIG,M
FAPE,2026-06-27 14:00,78.80,59.00,50.76,270.00,3.00,0.00,29.94,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,FAPE 271400Z 27003KT 210V310 CAVOK 26/15 Q1014 NOSIG,M
FAPE,2026-06-27 15:00,71.60,57.20,60.48,220.00,7.00,0.00,29.94,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,FAPE 271500Z 22007KT CAVOK 22/14 Q1014 NOSIG,M
FAPE,2026-06-27 16:00,66.20,57.20,72.76,240.00,8.00,0.00,29.94,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,FAPE 271600Z 24008KT CAVOK 19/14 Q1014 NOSIG,M
FAPE,2026-06-27 17:00,64.40,57.20,77.46,240.00,7.00,0.00,29.97,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,FAPE 271700Z 24007KT CAVOK 18/14 Q1015 NOSIG,M
FAPE,2026-06-27 18:00,64.40,59.00,82.63,240.00,8.00,0.00,29.97,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,FAPE 271800Z 24008KT CAVOK 18/15 Q1015 NOSIG,M
FAPE,2026-06-27 19:00,62.60,59.00,88.01,240.00,5.00,0.00,29.97,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,FAPE 271900Z 24005KT CAVOK 17/15 Q1015 NOSIG,M
FAPE,2026-06-27 22:00,60.80,59.00,93.79,260.00,3.00,0.00,29.94,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,FAPE 272200Z 26003KT CAVOK 16/15 Q1014 NOSIG,M
FAPE,2026-06-27 23:00,59.00,57.20,93.74,20.00,4.00,0.00,29.91,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,FAPE 272300Z 02004KT CAVOK 15/14 Q1013 NOSIG,M
FAPE,2026-06-28 00:00,55.40,53.60,93.65,290.00,3.00,0.00,29.91,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,FAPE 280000Z 29003KT 260V320 CAVOK 13/12 Q1013 NOSIG,M
